No.,Category,Title,URL,Replies,Views
2754,Devices & Integrations,Security Cameras that can trigger person detection?,https://community.smartthings.com/t/security-cameras-that-can-trigger-person-detection/187469,11,187
2755,General Discussion,"Smart home starting point, multimedia and lights, etc (UK)",https://community.smartthings.com/t/smart-home-starting-point-multimedia-and-lights-etc-uk/187411,7,202
2756,Apps & Clients,Humidity and temperature graph,https://community.smartthings.com/t/humidity-and-temperature-graph/186621,21,364
2757,Automation Ideas,"Intervals rather then time? (1 min on, 30 min off)",https://community.smartthings.com/t/intervals-rather-then-time-1-min-on-30-min-off/187412,2,117
2758,Devices & Integrations,Is it possible to use a Fibaro Dimmer 2 as a dimmer/remote switch with S2 terminal?,https://community.smartthings.com/t/is-it-possible-to-use-a-fibaro-dimmer-2-as-a-dimmer-remote-switch-with-s2-terminal/187500,3,69
2759,SmartApps & Automations,Changing Automation Parameters,https://community.smartthings.com/t/changing-automation-parameters/187564,1,69
2760,Connected Things,Sonoff basic with external Gpio14 switch not working,https://community.smartthings.com/t/sonoff-basic-with-external-gpio14-switch-not-working/187515,2,195
2761,SmartThings (Samsung Connect),Manually revert device plugin ui,https://community.smartthings.com/t/manually-revert-device-plugin-ui/187535,8,87
2762,General Discussion,Help needed for aqara motion sensor to work,https://community.smartthings.com/t/help-needed-for-aqara-motion-sensor-to-work/187238,13,176
2763,Devices & Integrations,Latest (2019) iRobot Roomba integration methods,https://community.smartthings.com/t/latest-2019-irobot-roomba-integration-methods/169733,17,4942
2764,Connected Things,Neato with new ST app?,https://community.smartthings.com/t/neato-with-new-st-app/187540,2,96
2765,Devices & Integrations,Connecting avatar smart plugs,https://community.smartthings.com/t/connecting-avatar-smart-plugs/187548,1,61
2766,Community Created Device Types,[RELEASE] GoControl Smart Wireless Light Switch WA00Z-1,https://community.smartthings.com/t/release-gocontrol-smart-wireless-light-switch-wa00z-1/44984,43,6634
2767,Connected Things,Dome DMS01 / Zooz Zse33 - Discontinued?,https://community.smartthings.com/t/dome-dms01-zooz-zse33-discontinued/187488,5,98
2768,General Discussion,Why my hub/devices disappeared,https://community.smartthings.com/t/why-my-hub-devices-disappeared/187468,7,118
2769,SmartApps & Automations,Missing Smart Home Monitor in Classic App,https://community.smartthings.com/t/missing-smart-home-monitor-in-classic-app/187444,7,276
2770,Writing Device Types,How to complete a HTTP POST from a Device Handler,https://community.smartthings.com/t/how-to-complete-a-http-post-from-a-device-handler/187449,4,254
2771,Android,Only one SmartApp on the list,https://community.smartthings.com/t/only-one-smartapp-on-the-list/187331,12,314
2772,Devices & Integrations,"Aqara Button Two Activation Methods, Same Device",https://community.smartthings.com/t/aqara-button-two-activation-methods-same-device/187496,2,62
2773,SmartApps & Automations,"Intrusion Detected reminders, can't dismiss event?",https://community.smartthings.com/t/intrusion-detected-reminders-cant-dismiss-event/27284,49,12478
2774,Automation Ideas,"Turning on Light, on Camera Motion or Tilt Sensor, but Not turning it off",https://community.smartthings.com/t/turning-on-light-on-camera-motion-or-tilt-sensor-but-not-turning-it-off/185636,9,194
2775,How-To,Integrating Homekit with my full SmartThings setup? (2019),https://community.smartthings.com/t/integrating-homekit-with-my-full-smartthings-setup-2019/160519,26,31304
2776,Devices & Integrations,Device network ID?,https://community.smartthings.com/t/device-network-id/187486,6,398
2777,General Discussion,Fibaro RGBW Controller 2 Live Log error,https://community.smartthings.com/t/fibaro-rgbw-controller-2-live-log-error/187495,1,79
2778,Community Created Device Types,[RELEASE] Enhanced Z-Wave Garage Door Controller GD00Z-4/GD00Z-5/Linear/GoControl/Iris/Nortek Device Handler with Switch and Automated Garage Door Open/Close when People Arrive/Leave/Timer,https://community.smartthings.com/t/release-enhanced-z-wave-garage-door-controller-gd00z-4-gd00z-5-linear-gocontrol-iris-nortek-device-handler-with-switch-and-automated-garage-door-open-close-when-people-arrive-leave-timer/10578,233,43384
2779,Connected Things,Schlage Camelot not connecting to new SmartThings Hub,https://community.smartthings.com/t/schlage-camelot-not-connecting-to-new-smartthings-hub/167864,10,539
2780,Automation Ideas,Smartlighting rule with two different device classes (siren and light),https://community.smartthings.com/t/smartlighting-rule-with-two-different-device-classes-siren-and-light/187409,3,73
2781,Connected Things,Ring doorbell now an ornament,https://community.smartthings.com/t/ring-doorbell-now-an-ornament/187458,2,181
2782,Devices & Integrations,Turn off Connect Home Pro WiFi,https://community.smartthings.com/t/turn-off-connect-home-pro-wifi/164383,5,304
2783,Devices & Integrations,IKEA tradfri outlet,https://community.smartthings.com/t/ikea-tradfri-outlet/136572,115,16813
2784,Devices & Integrations,Lost my Github integration with Smartthings,https://community.smartthings.com/t/lost-my-github-integration-with-smartthings/187419,3,106
2785,Connected Things,Bluetooth Buttons and iOS Apps,https://community.smartthings.com/t/bluetooth-buttons-and-ios-apps/187318,3,94
2786,SmartThings (Samsung Connect),Unable to add second user to access my home location,https://community.smartthings.com/t/unable-to-add-second-user-to-access-my-home-location/187430,4,80
2787,Devices & Integrations,Vivint and ST Indoor Siren Integration,https://community.smartthings.com/t/vivint-and-st-indoor-siren-integration/187429,1,50
2788,webCoRE,"ST, WebCore & LIFX troubles :(",https://community.smartthings.com/t/st-webcore-lifx-troubles/187316,34,243
2789,Devices & Integrations,POPP Solar Siren 2 integration,https://community.smartthings.com/t/popp-solar-siren-2-integration/187422,1,70
2790,SmartApps & Automations,Smartlighting OR triggers,https://community.smartthings.com/t/smartlighting-or-triggers/187410,1,59
2791,Community Created Device Types,"[DEPRECATED] Universal Ecobee Suite, version 1.7.**",https://community.smartthings.com/t/deprecated-universal-ecobee-suite-version-1-7/163929,666,10511
2792,SmartApps & Automations,How to use one automation in another?,https://community.smartthings.com/t/how-to-use-one-automation-in-another/187382,7,103
2793,Community Created Device Types,[RELEASE] Aeon Labs Multifunction Siren,https://community.smartthings.com/t/release-aeon-labs-multifunction-siren/40652,450,39324
2794,General Discussion,Dynamic VID in device type? Fingerprinting non Zigbee/Z-wave devices,https://community.smartthings.com/t/dynamic-vid-in-device-type-fingerprinting-non-zigbee-z-wave-devices/187396,1,87
2795,Devices & Integrations,POE IP Camera Inregration,https://community.smartthings.com/t/poe-ip-camera-inregration/187395,1,128
2796,Automation Ideas,Turn on lights 14 hours before sunset unless the sun is already up?,https://community.smartthings.com/t/turn-on-lights-14-hours-before-sunset-unless-the-sun-is-already-up/187379,5,164
2797,SmartApps & Automations,Sonos Notification volume is way too loud,https://community.smartthings.com/t/sonos-notification-volume-is-way-too-loud/181794,11,366
2798,Connected Things,Z-Wave repeaters. Help with Z-Wave Plus devices as well?,https://community.smartthings.com/t/z-wave-repeaters-help-with-z-wave-plus-devices-as-well/181411,5,145
2799,Connected Things,Fibaro Double On/Off Relay Switch 2x1.5kW FGS221 show up as 2 switches,https://community.smartthings.com/t/fibaro-double-on-off-relay-switch-2x1-5kw-fgs221-show-up-as-2-switches/1984,23,6512
2800,Meta,Change your forum username?,https://community.smartthings.com/t/change-your-forum-username/179667,4,209
2801,Devices & Integrations,Aeotec multisensor 6 and Aeotec TriSensor LUX measure problem,https://community.smartthings.com/t/aeotec-multisensor-6-and-aeotec-trisensor-lux-measure-problem/187336,2,93
2802,Devices & Integrations,Ring floodlight camera works with smartthings... not 100%,https://community.smartthings.com/t/ring-floodlight-camera-works-with-smartthings-not-100/158697,31,3520
2803,Community Created Device Types,FGS-221 Fibaro Dual 1.5kw Relay,https://community.smartthings.com/t/fgs-221-fibaro-dual-1-5kw-relay/35646,18,3466
2804,SmartThings (Samsung Connect),"SmartThings isn't (Smart, that is) anymore. How does one install an existing Smart App for a device in new app?",https://community.smartthings.com/t/smartthings-isnt-smart-that-is-anymore-how-does-one-install-an-existing-smart-app-for-a-device-in-new-app/137483,11,776
2805,SmartApps & Automations,V3 - SmartApps vs Automations— How do you decide which to use?,https://community.smartthings.com/t/v3-smartapps-vs-automations-how-do-you-decide-which-to-use/187325,4,181
2806,SmartApps & Automations,Mode based smartapps - change?,https://community.smartthings.com/t/mode-based-smartapps-change/187358,1,75
2807,General Discussion,Devices unresponsive all devices on Alexa,https://community.smartthings.com/t/devices-unresponsive-all-devices-on-alexa/187354,1,60
2808,General Discussion,Hue integration stopped working (27 June 2019),https://community.smartthings.com/t/hue-integration-stopped-working-27-june-2019/166962,152,4850
2809,Connected Things,Three Way Switch With Two Traveler Wires plus line and load,https://community.smartthings.com/t/three-way-switch-with-two-traveler-wires-plus-line-and-load/187134,18,555
2810,Devices & Integrations,Sonoff TH16,https://community.smartthings.com/t/sonoff-th16/179195,2,202
2811,Connected Things,Any drawbacks to using WiFi light switches instead of zigbee/z-wave?,https://community.smartthings.com/t/any-drawbacks-to-using-wifi-light-switches-instead-of-zigbee-z-wave/187200,16,496
2812,Devices & Integrations,GoControl zwave Siren / Strobe WA105DBZ,https://community.smartthings.com/t/gocontrol-zwave-siren-strobe-wa105dbz/187286,2,62
2813,Devices & Integrations,Garage Door Opener with SmartThings,https://community.smartthings.com/t/garage-door-opener-with-smartthings/187195,9,542
2814,Devices & Integrations,Heiman Smoke Detector z-wave plus 868.42MHz (HS1SA-Z),https://community.smartthings.com/t/heiman-smoke-detector-z-wave-plus-868-42mhz-hs1sa-z/106871,7,3526
2815,Devices & Integrations,Pair Ikea Fyrtur Remote with Fyrtur Blinds?,https://community.smartthings.com/t/pair-ikea-fyrtur-remote-with-fyrtur-blinds/185058,4,345
2816,Device Ideas,New Retrofit Device for Window Blinds,https://community.smartthings.com/t/new-retrofit-device-for-window-blinds/134661,20,4557
2817,SmartThings (Samsung Connect),What to do if My Devices -> my phone -> presence: not present (is wrong),https://community.smartthings.com/t/what-to-do-if-my-devices-my-phone-presence-not-present-is-wrong/187260,5,146
2818,Devices & Integrations,SmartThings Multipurpose Sensor + Alexa Routines problem?,https://community.smartthings.com/t/smartthings-multipurpose-sensor-alexa-routines-problem/186996,5,228
2819,Connected Things,GE/Jaco Motion Dimmer Switch (GE 26933) Not working in Samsung Connect,https://community.smartthings.com/t/ge-jaco-motion-dimmer-switch-ge-26933-not-working-in-samsung-connect/133179,10,778
2820,Devices & Integrations,Vesync Outlet,https://community.smartthings.com/t/vesync-outlet/87253,7,4045
2821,Devices & Integrations,GE Zwave/Zwave Plus - Replace,https://community.smartthings.com/t/ge-zwave-zwave-plus-replace/187196,3,108
2822,SmartThings (Samsung Connect),Viewable presence in the new app,https://community.smartthings.com/t/viewable-presence-in-the-new-app/179673,26,685
2823,Connected Things,Local Motion Sensor,https://community.smartthings.com/t/local-motion-sensor/186660,10,305
2824,Devices & Integrations,GE/Jasco 45857 Zigbee dimmer ramp rate and limits,https://community.smartthings.com/t/ge-jasco-45857-zigbee-dimmer-ramp-rate-and-limits/187121,11,151
2825,Projects & Stories,Short range presence detection,https://community.smartthings.com/t/short-range-presence-detection/184575,5,216
2826,Devices & Integrations,Issue with Lutron Caseta - stale status,https://community.smartthings.com/t/issue-with-lutron-caseta-stale-status/140626,48,2232
2827,Devices & Integrations,Motion Sensor Temperature Monitoring Goes to Sleep,https://community.smartthings.com/t/motion-sensor-temperature-monitoring-goes-to-sleep/186819,2,71
2828,Projects & Stories,Lutron RadioRA (version 1) and SmartThings saga. (Prologue),https://community.smartthings.com/t/lutron-radiora-version-1-and-smartthings-saga-prologue/49034,20,4211
2829,iOS,SOLVED - ST App 1.6.43-365 stopped working on IOS 13.3.1,https://community.smartthings.com/t/solved-st-app-1-6-43-365-stopped-working-on-ios-13-3-1/187242,1,122
